2,6,32441753,10,[ 0  6  8 11  5 17  1 52 34 15],"[0.36886807 0.09357788 0.0635063  0.0290594  0.01482545 0.01382378
 0.01370936 0.01263361 0.01170871 0.01017136]",Systemic sclerosis,intron_variant,0.0
3,6,33075103,10,[ 3  0  5  1  4  2  6  7 16  8],"[0.30878861 0.25627902 0.21492631 0.09766855 0.05679483 0.0370039
 0.01266677 0.00658409 0.00203201 0.00127218]",Systemic sclerosis,intron_variant,0.0
6,6,31125810,10,[13 14 24  1 21  2  3  0 15 22],"[0.2652377  0.11496365 0.09156383 0.08966504 0.08884666 0.07106279
 0.06523775 0.03407268 0.03050463 0.02827737]",Drug-induced Stevens-Johnson syndrome or toxic epidermal necrolysis (SJS/TEN),5_prime_UTR_variant,0.0
20,6,26092913,10,[ 3  5  4  6  2  0  1 16  7 10],"[0.28922788 0.1475602  0.14697096 0.11198179 0.09686545 0.09513063
 0.03410761 0.02425909 0.00631702 0.00559336]",Hepcidin levels,missense_variant,0.0
21,6,26092913,10,[ 3  5  4  6  2  0  1 16  7 10],"[0.28922788 0.1475602  0.14697096 0.11198179 0.09686545 0.09513063
 0.03410761 0.02425909 0.00631702 0.00559336]",Hepcidin levels,missense_variant,0.0
22,6,26092913,10,[ 3  5  4  6  2  0  1 16  7 10],"[0.28922788 0.1475602  0.14697096 0.11198179 0.09686545 0.09513063
 0.03410761 0.02425909 0.00631702 0.00559336]",Hepcidin levels,missense_variant,0.0
23,6,26092913,10,[ 3  5  4  6  2  0  1 16  7 10],"[0.28922788 0.1475602  0.14697096 0.11198179 0.09686545 0.09513063
 0.03410761 0.02425909 0.00631702 0.00559336]",Hepcidin levels,missense_variant,0.0
52,12,56018703,10,[ 7  5  8 18 13 11  2  6 24 15],"[0.74601576 0.0584512  0.0571011  0.02941789 0.0216078  0.01157725
 0.0109137  0.01005559 0.00695433 0.00640043]",Asthma,intron_variant,0.0
57,6,33075103,10,[ 3  0  5  1  4  2  6  7 16  8],"[0.30878861 0.25627902 0.21492631 0.09766855 0.05679483 0.0370039
 0.01266677 0.00658409 0.00203201 0.00127218]",Asthma,intron_variant,0.0
64,2,237362251,10,[  0   6   1   5  47 253  58  33  30   8],"[0.36148174 0.08221387 0.03013221 0.02394553 0.01494987 0.01202865
 0.00956277 0.00933452 0.00931397 0.00856092]",Aging (time to event),intron_variant,0.0
68,15,78932341,10,[  1   0  19  29   3   6   2  23 394  16],"[0.48308566 0.38389223 0.04085986 0.02167512 0.00784127 0.0066955
 0.00578377 0.00416455 0.00414928 0.00365373]",Bipolar disorder,intron_variant,0.0
74,5,112357674,10,[ 0 22 21  6 58  8 61 45 60  1],"[0.22329386 0.06611369 0.05273108 0.04803733 0.02999527 0.02860947
 0.02479872 0.02443842 0.02420249 0.01974525]",vWF and FVIII levels,intron_variant,0.0
83,17,46710944,10,[247 243 213 211 212 214 217 245  40  42],"[0.09966033 0.07444937 0.06958184 0.06590163 0.06469367 0.05259602
 0.04904941 0.0484799  0.03778821 0.02513146]",Parkinson's disease,intron_variant,0.0
87,5,90485154,10,[  1 120   5   6 116 121 126   7 117   0],"[0.44727571 0.08761342 0.07589564 0.04459869 0.04171542 0.03929468
 0.02084265 0.01799493 0.01463924 0.01242107]",Nevirapine-induced rash,intron_variant,0.0
93,12,103745256,10,[  3   2  10   8 126  21  37   5   0 109],"[0.06730926 0.05526651 0.04106827 0.02909679 0.02603136 0.02550326
 0.02532799 0.0251668  0.01792442 0.01716465]",vWF and FVIII levels,missense_variant,0.0
123,3,53646097,10,[ 5  2  0  1  3 35 44 16  7  4],"[0.39280832 0.25157234 0.14930205 0.11781889 0.0259344  0.00788169
 0.00563406 0.00538972 0.00432999 0.00419261]",Insulin resistance/response,intron_variant,0.0
126,6,38068644,10,[ 0  2  3  6  5 14  7 15 20  1],"[0.39472665 0.14927276 0.14416104 0.08717817 0.0831421  0.05010338
 0.02031698 0.01077763 0.01002664 0.00504056]",Insulin resistance/response,intron_variant,0.0
128,3,53646097,10,[ 5  2  0  1  3 35 44 16  7  4],"[0.39280832 0.25157234 0.14930205 0.11781889 0.0259344  0.00788169
 0.00563406 0.00538972 0.00432999 0.00419261]",Insulin resistance/response,intron_variant,0.0
132,18,10899030,10,[42 25 20 10 24 11  9 40 47  3],"[0.14521409 0.09006755 0.08879871 0.08738782 0.07061249 0.06860383
 0.06012597 0.04003543 0.0277516  0.02204403]",Non-small cell lung cancer,intron_variant,0.0
133,11,72721940,10,[ 29  19  88   1   0  84  23 394 364  65],"[0.26743356 0.12583169 0.06312491 0.05810892 0.04854    0.04756652
 0.04360022 0.02350189 0.02049044 0.01577208]",Proinsulin levels,5_prime_UTR_variant,0.0
142,11,47291341,10,[ 0  6  2  1  3 17 16  4  7  8],"[0.37359875 0.22819789 0.11487112 0.07938913 0.06239644 0.04094096
 0.02520186 0.01799697 0.01359933 0.00585586]",Proinsulin levels,intron_variant,0.0
146,15,77454848,10,[216 217 213 212 224 206 228 219 227 211],"[0.3828934  0.11293641 0.05357787 0.04010783 0.03653686 0.0323333
 0.02581636 0.02491104 0.02235816 0.02117811]",Type 2 diabetes,intron_variant,0.0
158,6,160489485,10,[ 1  0  6  2  8  7 14  4 44 11],"[0.56435998 0.2078486  0.07098261 0.05281797 0.0074627  0.00662673
 0.00337333 0.00256249 0.00228514 0.00223582]",Lp (a) levels,intron_variant,0.0
169,10,62492218,10,[ 45  61  93  12   1  11  42  82   2 132],"[0.05624422 0.04913368 0.04319831 0.03664131 0.03462834 0.03215415
 0.03207074 0.03172319 0.02924205 0.02847262]",Breast cancer,intron_variant,0.0
192,4,102267552,10,[125 105  95 106 103 110 107  83 122 113],"[0.10450683 0.09117357 0.07264726 0.06158328 0.05241601 0.04215605
 0.04134685 0.03071337 0.02994671 0.02968251]",Blood pressure,missense_variant,0.0
201,15,90894158,10,[ 1  3  2  5 11  0 24 28 15 16],"[0.50894981 0.22339406 0.19508598 0.01671011 0.00945897 0.00920445
 0.00378314 0.00349213 0.00332612 0.00285827]",Blood pressure,intron_variant,0.0
206,11,10328991,10,[ 8  3  2  1  5  0 11 12  9  7],"[0.30419936 0.26782288 0.21302356 0.13271846 0.01380617 0.01127011
 0.01066518 0.01036457 0.00802619 0.00678421]",Blood pressure,intron_variant,0.0
233,16,56978467,10,[165 174 158 172 166 171 162 173 153 160],"[0.08756582 0.08404218 0.0622243  0.04847195 0.04841597 0.04403159
 0.040716   0.0320263  0.02912713 0.02547262]",HDL cholesterol,intron_variant,0.0
238,19,11116650,10,[  1   0   6   5   7   9  30 249  14  44],"[0.32586371 0.14992173 0.11928261 0.0698041  0.01649038 0.01075967
 0.00968502 0.00896119 0.00766824 0.00763487]",Metabolite levels,intron_variant,0.0
243,19,49496752,10,[ 2  0  3  1  5  4 16 35 44  7],"[0.37511669 0.28929526 0.18057026 0.05348099 0.04121471 0.02027554
 0.01245671 0.0028325  0.00250561 0.00232078]",Metabolite levels,intron_variant,0.0
259,22,24594246,10,[115 108 123 120 122 125 119 113 102  47],"[0.07731212 0.05203393 0.04969781 0.0464939  0.0382594  0.03534966
 0.03375423 0.02753282 0.02640438 0.02555561]",Gamma glutamyl transpeptidase,intron_variant,0.0
262,6,31537703,10,[ 1  9  8  6 10  0  5 25 20 18],"[0.42379045 0.25167958 0.14038885 0.06096495 0.03225419 0.02606328
 0.01215118 0.00659265 0.00376644 0.00371525]",Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN),intron_variant,0.0
267,15,48622578,10,[117 128   8 116 119 100 129 109 120 111],"[0.12049367 0.09436262 0.09094138 0.0688313  0.05090934 0.04872102
 0.04223231 0.03425263 0.02408869 0.02108205]",Thoracic aortic aneurysms and dissections,intron_variant,0.0
274,19,11091630,10,[109   8  10  16  74  14 107  62   1 122],"[0.0546179  0.03609922 0.02321205 0.02304367 0.02278493 0.02211663
 0.02106377 0.02104108 0.02016386 0.02001918]",Carotid intima media thickness,intron_variant,0.0
295,3,36821489,10,[ 6  1 30  0 28  9 40 44 10 34],"[0.12196248 0.07975891 0.04822533 0.04418749 0.03997208 0.0373886
 0.02883635 0.02656937 0.02520766 0.02315018]",Schizophrenia,intron_variant,0.0
297,6,30206354,10,[ 0  8  6 14 17 24 10 72 18 26],"[0.29138806 0.09216199 0.07026316 0.03216071 0.02426338 0.02066382
 0.01645719 0.01582702 0.01179895 0.01170343]",Schizophrenia,intron_variant,0.0
317,1,16980180,10,[163 172 157 168 169 185 139 164 181 177],"[0.2496435  0.11016652 0.05881666 0.03867965 0.03385352 0.0320082
 0.03055673 0.02549546 0.02215928 0.01968708]",Pulmonary function,intron_variant,0.0
339,10,76555466,10,[ 3  2  6  4  5 16  1  8 13  7],"[0.43703271 0.29116237 0.08946683 0.07868069 0.06513561 0.00826875
 0.00428358 0.00306504 0.00260322 0.00251631]",Pulmonary function,intron_variant,0.0
341,3,169582431,10,[135 368 347 349 371 279 342 290 283 133],"[0.1096649  0.05212622 0.04307914 0.04170188 0.02608223 0.02136033
 0.0170128  0.01649542 0.01571246 0.01523861]",Pulmonary function,intron_variant,0.0
342,2,238440721,10,[258   3  25   1   2 256 441  18 250  20],"[0.06360719 0.04643167 0.04305764 0.04097136 0.04009488 0.03779865
 0.03181648 0.02973109 0.02666239 0.02423157]",Pulmonary function,intron_variant,0.0
358,4,102267552,10,[125 105  95 106 103 110 107  83 122 113],"[0.10450683 0.09117357 0.07264726 0.06158328 0.05241601 0.04215605
 0.04134685 0.03071337 0.02994671 0.02968251]",Diastolic blood pressure,missense_variant,0.0
361,15,90894158,10,[ 1  3  2  5 11  0 24 28 15 16],"[0.50894981 0.22339406 0.19508598 0.01671011 0.00945897 0.00920445
 0.00378314 0.00349213 0.00332612 0.00285827]",Diastolic blood pressure,intron_variant,0.0
366,6,31648589,10,[  1   0   5   6  44  28 418 465 457  96],"[0.18617075 0.07373042 0.06844046 0.04722315 0.01794768 0.01437531
 0.01435603 0.01349448 0.01287984 0.01217647]",Diastolic blood pressure,intron_variant,0.0
370,6,31648589,10,[  1   0   5   6  44  28 418 465 457  96],"[0.18617075 0.07373042 0.06844046 0.04722315 0.01794768 0.01437531
 0.01435603 0.01349448 0.01287984 0.01217647]",Hypertension,intron_variant,0.0
377,15,90894158,10,[ 1  3  2  5 11  0 24 28 15 16],"[0.50894981 0.22339406 0.19508598 0.01671011 0.00945897 0.00920445
 0.00378314 0.00349213 0.00332612 0.00285827]",Systolic blood pressure,intron_variant,0.0
381,4,102267552,10,[125 105  95 106 103 110 107  83 122 113],"[0.10450683 0.09117357 0.07264726 0.06158328 0.05241601 0.04215605
 0.04134685 0.03071337 0.02994671 0.02968251]",Systolic blood pressure,missense_variant,0.0
383,11,10328991,10,[ 8  3  2  1  5  0 11 12  9  7],"[0.30419936 0.26782288 0.21302356 0.13271846 0.01380617 0.01127011
 0.01066518 0.01036457 0.00802619 0.00678421]",Systolic blood pressure,intron_variant,0.0
385,6,31648589,10,[  1   0   5   6  44  28 418 465 457  96],"[0.18617075 0.07373042 0.06844046 0.04722315 0.01794768 0.01437531
 0.01435603 0.01349448 0.01287984 0.01217647]",Systolic blood pressure,intron_variant,0.0
396,2,21021128,10,[30 24 18 22 32 26 20  7 60 25],"[0.16971913 0.09835917 0.08776861 0.06865994 0.06281759 0.0614965
 0.05591906 0.04847165 0.043412   0.03713884]",Cardiovascular disease risk factors,intron_variant,0.0
411,6,26092913,10,[ 3  5  4  6  2  0  1 16  7 10],"[0.28922788 0.1475602  0.14697096 0.11198179 0.09686545 0.09513063
 0.03410761 0.02425909 0.00631702 0.00559336]",Cardiovascular disease risk factors,missense_variant,0.0
413,19,11091630,10,[109   8  10  16  74  14 107  62   1 122],"[0.0546179  0.03609922 0.02321205 0.02304367 0.02278493 0.02211663
 0.02106377 0.02104108 0.02016386 0.02001918]",Cardiovascular disease risk factors,intron_variant,0.0
422,7,28189423,10,[ 3  2  6  4  5 16  1  8 13  7],"[0.43703271 0.29116237 0.08946683 0.07868069 0.06513561 0.00826875
 0.00428358 0.00306504 0.00260322 0.00251631]",Type 1 diabetes,intron_variant,0.0
434,11,10328991,10,[ 8  3  2  1  5  0 11 12  9  7],"[0.30419936 0.26782288 0.21302356 0.13271846 0.01380617 0.01127011
 0.01066518 0.01036457 0.00802619 0.00678421]",Diastolic blood pressure,intron_variant,0.0
440,4,102267552,10,[125 105  95 106 103 110 107  83 122 113],"[0.10450683 0.09117357 0.07264726 0.06158328 0.05241601 0.04215605
 0.04134685 0.03071337 0.02994671 0.02968251]",Hypertension,missense_variant,0.0
441,15,90894158,10,[ 1  3  2  5 11  0 24 28 15 16],"[0.50894981 0.22339406 0.19508598 0.01671011 0.00945897 0.00920445
 0.00378314 0.00349213 0.00332612 0.00285827]",Hypertension,intron_variant,0.0
449,2,135045855,10,[ 1  0 19 88 23 38 35 43 84 24],"[0.31434161 0.28126326 0.03629413 0.01898823 0.01693042 0.01538241
 0.01514497 0.01068178 0.01010507 0.00917158]",Corneal structure,intron_variant,0.0
469,2,217865142,10,[ 1  3  2  5 11  0 24 28 15 16],"[0.50894981 0.22339406 0.19508598 0.01671011 0.00945897 0.00920445
 0.00378314 0.00349213 0.00332612 0.00285827]",Height,intron_variant,0.0
471,2,69060811,10,[ 0  3  1 16  5  2  6 14 13 12],"[0.35520187 0.22071816 0.09104482 0.07560259 0.05501876 0.04971547
 0.03943927 0.01464759 0.0123042  0.01079174]",Height,intron_variant,0.0
483,6,5260703,10,[135 337 461 133 344 134 126 162 122 345],"[0.20615243 0.09691858 0.03835585 0.03292566 0.02999414 0.02612066
 0.01982417 0.01836408 0.01734933 0.01697605]",Height,missense_variant,0.0
484,8,119635689,10,[ 56   1   0  57  51  23  38  53 104  35],"[0.2641671  0.15230169 0.13090203 0.0306677  0.03014405 0.02936569
 0.02805699 0.02736549 0.02702503 0.02269238]",Height,intron_variant,0.0
488,12,53522931,10,[  7   4   8   6  18   5 201  13 190   2],"[0.6217428  0.11016447 0.048124   0.03039618 0.02288098 0.01907277
 0.01577527 0.01453651 0.01162855 0.00911607]",Height,intron_variant,0.0
491,14,75663248,10,[  1   0  88  84  65   6  66   3   2 152],"[0.46979956 0.39743547 0.02557518 0.01614149 0.00869473 0.00793877
 0.00641841 0.00612018 0.00415454 0.00356545]",Height,intron_variant,0.0
497,19,2275080,10,[  1   0   6   5   7   2   8  10 193  11],"[0.60842789 0.14726481 0.09441686 0.03398666 0.01259601 0.00796548
 0.00699966 0.00473388 0.00449859 0.0037351 ]",Height,3_prime_UTR_variant,0.0
513,19,11091630,10,[109   8  10  16  74  14 107  62   1 122],"[0.0546179  0.03609922 0.02321205 0.02304367 0.02278493 0.02211663
 0.02106377 0.02104108 0.02016386 0.02001918]",Lipoprotein-associated phospholipase A2 activity and mass,intron_variant,0.0
